id,level,task_type,domain,question,serialized_table,prompt,answer,evidence_json,operation,num_evidence_cells,table_json
A-L2-0036,2,cross_row_difference,rainfall_measurements,Find the absolute difference between the Morning rainfall values of Brookfield and Fairview.,"| Station | South gauge | Evening rainfall | Morning rainfall |
| --- | --- | --- | --- |
| Westhaven | 30.1 mm | 21.2 mm | 0.1 mm |
| Fairview | 47.7 mm | 9.1 mm | 39.8 mm |
| Oakridge | 30.0 mm | 24.6 mm | 47.7 mm |
| Hillcrest | 69.5 mm | 37.4 mm | 52.6 mm |
| Brookfield | 10.8 mm | 9.8 mm | 2.8 mm |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Station | South gauge | Evening rainfall | Morning rainfall |
| --- | --- | --- | --- |
| Westhaven | 30.1 mm | 21.2 mm | 0.1 mm |
| Fairview | 47.7 mm | 9.1 mm | 39.8 mm |
| Oakridge | 30.0 mm | 24.6 mm | 47.7 mm |
| Hillcrest | 69.5 mm | 37.4 mm | 52.6 mm |
| Brookfield | 10.8 mm | 9.8 mm | 2.8 mm |

Question: Find the absolute difference between the Morning rainfall values of Brookfield and Fairview.",37.0 mm,"[{""row_index"": 4, ""column_index"": 3, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Brookfield"", ""column"": ""Morning rainfall"", ""raw_value"": 2.8, ""display_value"": ""2.8 mm""}, {""row_index"": 1, ""column_index"": 3, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Fairview"", ""column"": ""Morning rainfall"", ""raw_value"": 39.8, ""display_value"": ""39.8 mm""}]",absolute_difference,2,"{""headers"": [""Station"", ""South gauge"", ""Evening rainfall"", ""Morning rainfall""], ""rows"": [[""Westhaven"", ""30.1 mm"", ""21.2 mm"", ""0.1 mm""], [""Fairview"", ""47.7 mm"", ""9.1 mm"", ""39.8 mm""], [""Oakridge"", ""30.0 mm"", ""24.6 mm"", ""47.7 mm""], [""Hillcrest"", ""69.5 mm"", ""37.4 mm"", ""52.6 mm""], [""Brookfield"", ""10.8 mm"", ""9.8 mm"", ""2.8 mm""]]}"
A-L2-0037,2,cross_row_difference,hiking_route,How far apart are Leo and Chris in Ridge distance? Return the absolute difference.,"| Hiker | Forest distance | Uphill distance | Afternoon distance | Morning distance | Ridge distance |
| --- | --- | --- | --- | --- | --- |
| Leo | 6.0 km | 10.0 km | 17.4 km | 10.9 km | 12.9 km |
| Chris | 4.1 km | 7.7 km | 7.9 km | 10.9 km | 4.5 km |
| Theo | 12.9 km | 5.7 km | 12.7 km | 7.2 km | 2.4 km |
| Jisoo | 7.6 km | 3.3 km | 6.2 km | 14.4 km | 10.6 km |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Hiker | Forest distance | Uphill distance | Afternoon distance | Morning distance | Ridge distance |
| --- | --- | --- | --- | --- | --- |
| Leo | 6.0 km | 10.0 km | 17.4 km | 10.9 km | 12.9 km |
| Chris | 4.1 km | 7.7 km | 7.9 km | 10.9 km | 4.5 km |
| Theo | 12.9 km | 5.7 km | 12.7 km | 7.2 km | 2.4 km |
| Jisoo | 7.6 km | 3.3 km | 6.2 km | 14.4 km | 10.6 km |

Question: How far apart are Leo and Chris in Ridge distance? Return the absolute difference.",8.4 km,"[{""row_index"": 0, ""column_index"": 5, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Leo"", ""column"": ""Ridge distance"", ""raw_value"": 12.9, ""display_value"": ""12.9 km""}, {""row_index"": 1, ""column_index"": 5, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Chris"", ""column"": ""Ridge distance"", ""raw_value"": 4.5, ""display_value"": ""4.5 km""}]",absolute_difference,2,"{""headers"": [""Hiker"", ""Forest distance"", ""Uphill distance"", ""Afternoon distance"", ""Morning distance"", ""Ridge distance""], ""rows"": [[""Leo"", ""6.0 km"", ""10.0 km"", ""17.4 km"", ""10.9 km"", ""12.9 km""], [""Chris"", ""4.1 km"", ""7.7 km"", ""7.9 km"", ""10.9 km"", ""4.5 km""], [""Theo"", ""12.9 km"", ""5.7 km"", ""12.7 km"", ""7.2 km"", ""2.4 km""], [""Jisoo"", ""7.6 km"", ""3.3 km"", ""6.2 km"", ""14.4 km"", ""10.6 km""]]}"
A-L2-0038,2,same_row_difference,rainfall_measurements,How far apart are the Morning rainfall and Afternoon rainfall values for Maple? Return the absolute difference.,"| Afternoon rainfall | Morning rainfall | Station | Evening rainfall | North gauge |
| --- | --- | --- | --- | --- |
| 36.8 mm | 37.0 mm | Fairview | 37.3 mm | 4.0 mm |
| 34.5 mm | 39.2 mm | Pinehurst | 15.7 mm | 19.8 mm |
| 35.2 mm | 11.3 mm | Brookfield | 17.5 mm | 40.0 mm |
| 17.3 mm | 41.1 mm | Maple | 23.8 mm | 58.8 mm |
| 10.2 mm | 28.9 mm | Cedar | 18.1 mm | 59.1 mm |
| 33.8 mm | 50.8 mm | Oakridge | 35.4 mm | 1.9 mm |
| 34.5 mm | 20.8 mm | Orion | 45.4 mm | 49.8 mm |
| 45.2 mm | 2.0 mm | Clearwater | 51.9 mm | 69.8 mm |
| 8.1 mm | 16.9 mm | Westhaven | 36.4 mm | 14.9 mm |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Afternoon rainfall | Morning rainfall | Station | Evening rainfall | North gauge |
| --- | --- | --- | --- | --- |
| 36.8 mm | 37.0 mm | Fairview | 37.3 mm | 4.0 mm |
| 34.5 mm | 39.2 mm | Pinehurst | 15.7 mm | 19.8 mm |
| 35.2 mm | 11.3 mm | Brookfield | 17.5 mm | 40.0 mm |
| 17.3 mm | 41.1 mm | Maple | 23.8 mm | 58.8 mm |
| 10.2 mm | 28.9 mm | Cedar | 18.1 mm | 59.1 mm |
| 33.8 mm | 50.8 mm | Oakridge | 35.4 mm | 1.9 mm |
| 34.5 mm | 20.8 mm | Orion | 45.4 mm | 49.8 mm |
| 45.2 mm | 2.0 mm | Clearwater | 51.9 mm | 69.8 mm |
| 8.1 mm | 16.9 mm | Westhaven | 36.4 mm | 14.9 mm |

Question: How far apart are the Morning rainfall and Afternoon rainfall values for Maple? Return the absolute difference.",23.8 mm,"[{""row_index"": 3, ""column_index"": 1, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Maple"", ""column"": ""Morning rainfall"", ""raw_value"": 41.1, ""display_value"": ""41.1 mm""}, {""row_index"": 3, ""column_index"": 0, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Maple"", ""column"": ""Afternoon rainfall"", ""raw_value"": 17.3, ""display_value"": ""17.3 mm""}]",absolute_difference,2,"{""headers"": [""Afternoon rainfall"", ""Morning rainfall"", ""Station"", ""Evening rainfall"", ""North gauge""], ""rows"": [[""36.8 mm"", ""37.0 mm"", ""Fairview"", ""37.3 mm"", ""4.0 mm""], [""34.5 mm"", ""39.2 mm"", ""Pinehurst"", ""15.7 mm"", ""19.8 mm""], [""35.2 mm"", ""11.3 mm"", ""Brookfield"", ""17.5 mm"", ""40.0 mm""], [""17.3 mm"", ""41.1 mm"", ""Maple"", ""23.8 mm"", ""58.8 mm""], [""10.2 mm"", ""28.9 mm"", ""Cedar"", ""18.1 mm"", ""59.1 mm""], [""33.8 mm"", ""50.8 mm"", ""Oakridge"", ""35.4 mm"", ""1.9 mm""], [""34.5 mm"", ""20.8 mm"", ""Orion"", ""45.4 mm"", ""49.8 mm""], [""45.2 mm"", ""2.0 mm"", ""Clearwater"", ""51.9 mm"", ""69.8 mm""], [""8.1 mm"", ""16.9 mm"", ""Westhaven"", ""36.4 mm"", ""14.9 mm""]]}"
A-L2-0039,2,same_row_sum,lab_mass_measurements,"According to the table, what is the combined value of Dry mass and Container mass for Sample-L?","| Dry mass | Initial mass | Final mass | Container mass | Sample |
| --- | --- | --- | --- | --- |
| 120.3 g | 187.4 g | 286.0 g | 55.6 g | Sample-A |
| 285.8 g | 120.0 g | 258.2 g | 72.8 g | Sample-G |
| 237.6 g | 419.9 g | 248.9 g | 96.3 g | Sample-L |
| 111.7 g | 248.2 g | 284.6 g | 47.4 g | Sample-H |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Dry mass | Initial mass | Final mass | Container mass | Sample |
| --- | --- | --- | --- | --- |
| 120.3 g | 187.4 g | 286.0 g | 55.6 g | Sample-A |
| 285.8 g | 120.0 g | 258.2 g | 72.8 g | Sample-G |
| 237.6 g | 419.9 g | 248.9 g | 96.3 g | Sample-L |
| 111.7 g | 248.2 g | 284.6 g | 47.4 g | Sample-H |

Question: According to the table, what is the combined value of Dry mass and Container mass for Sample-L?",333.9 g,"[{""row_index"": 2, ""column_index"": 0, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-L"", ""column"": ""Dry mass"", ""raw_value"": 237.6, ""display_value"": ""237.6 g""}, {""row_index"": 2, ""column_index"": 3, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-L"", ""column"": ""Container mass"", ""raw_value"": 96.3, ""display_value"": ""96.3 g""}]",add,2,"{""headers"": [""Dry mass"", ""Initial mass"", ""Final mass"", ""Container mass"", ""Sample""], ""rows"": [[""120.3 g"", ""187.4 g"", ""286.0 g"", ""55.6 g"", ""Sample-A""], [""285.8 g"", ""120.0 g"", ""258.2 g"", ""72.8 g"", ""Sample-G""], [""237.6 g"", ""419.9 g"", ""248.9 g"", ""96.3 g"", ""Sample-L""], [""111.7 g"", ""248.2 g"", ""284.6 g"", ""47.4 g"", ""Sample-H""]]}"
A-L2-0040,2,cross_row_sum,ml_latency,Add the Postprocessing latency values for Echo and Nimbus. What is the total?,"| Tokenization latency | Network latency | Inference latency | Model | Postprocessing latency | Preprocessing latency | Queue latency |
| --- | --- | --- | --- | --- | --- | --- |
| 2.4 ms | 24.1 ms | 101.8 ms | Quartz | 19.5 ms | 11.2 ms | 7.8 ms |
| 19.8 ms | 33.0 ms | 177.4 ms | Helix | 26.3 ms | 1.7 ms | 29.3 ms |
| 11.3 ms | 52.4 ms | 52.9 ms | Echo | 11.5 ms | 20.7 ms | 54.7 ms |
| 14.7 ms | 13.8 ms | 159.4 ms | Nimbus | 13.2 ms | 23.1 ms | 18.0 ms |
| 10.3 ms | 36.7 ms | 94.3 ms | Zenith | 16.8 ms | 20.3 ms | 0.9 ms |
| 10.7 ms | 19.3 ms | 84.7 ms | Pulse | 20.3 ms | 7.2 ms | 21.9 ms |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Tokenization latency | Network latency | Inference latency | Model | Postprocessing latency | Preprocessing latency | Queue latency |
| --- | --- | --- | --- | --- | --- | --- |
| 2.4 ms | 24.1 ms | 101.8 ms | Quartz | 19.5 ms | 11.2 ms | 7.8 ms |
| 19.8 ms | 33.0 ms | 177.4 ms | Helix | 26.3 ms | 1.7 ms | 29.3 ms |
| 11.3 ms | 52.4 ms | 52.9 ms | Echo | 11.5 ms | 20.7 ms | 54.7 ms |
| 14.7 ms | 13.8 ms | 159.4 ms | Nimbus | 13.2 ms | 23.1 ms | 18.0 ms |
| 10.3 ms | 36.7 ms | 94.3 ms | Zenith | 16.8 ms | 20.3 ms | 0.9 ms |
| 10.7 ms | 19.3 ms | 84.7 ms | Pulse | 20.3 ms | 7.2 ms | 21.9 ms |

Question: Add the Postprocessing latency values for Echo and Nimbus. What is the total?",24.7 ms,"[{""row_index"": 2, ""column_index"": 4, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Echo"", ""column"": ""Postprocessing latency"", ""raw_value"": 11.5, ""display_value"": ""11.5 ms""}, {""row_index"": 3, ""column_index"": 4, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Nimbus"", ""column"": ""Postprocessing latency"", ""raw_value"": 13.2, ""display_value"": ""13.2 ms""}]",add,2,"{""headers"": [""Tokenization latency"", ""Network latency"", ""Inference latency"", ""Model"", ""Postprocessing latency"", ""Preprocessing latency"", ""Queue latency""], ""rows"": [[""2.4 ms"", ""24.1 ms"", ""101.8 ms"", ""Quartz"", ""19.5 ms"", ""11.2 ms"", ""7.8 ms""], [""19.8 ms"", ""33.0 ms"", ""177.4 ms"", ""Helix"", ""26.3 ms"", ""1.7 ms"", ""29.3 ms""], [""11.3 ms"", ""52.4 ms"", ""52.9 ms"", ""Echo"", ""11.5 ms"", ""20.7 ms"", ""54.7 ms""], [""14.7 ms"", ""13.8 ms"", ""159.4 ms"", ""Nimbus"", ""13.2 ms"", ""23.1 ms"", ""18.0 ms""], [""10.3 ms"", ""36.7 ms"", ""94.3 ms"", ""Zenith"", ""16.8 ms"", ""20.3 ms"", ""0.9 ms""], [""10.7 ms"", ""19.3 ms"", ""84.7 ms"", ""Pulse"", ""20.3 ms"", ""7.2 ms"", ""21.9 ms""]]}"
A-L2-0041,2,cross_row_difference,rainfall_measurements,How far apart are Hillcrest and Oakridge in Evening rainfall? Return the absolute difference.,"| Morning rainfall | North gauge | South gauge | Station | Evening rainfall |
| --- | --- | --- | --- | --- |
| 30.9 mm | 55.2 mm | 7.8 mm | Maple | 3.9 mm |
| 40.1 mm | 48.1 mm | 51.4 mm | Fairview | 2.8 mm |
| 25.8 mm | 64.0 mm | 58.0 mm | Oakridge | 23.9 mm |
| 53.2 mm | 30.0 mm | 26.6 mm | Cedar | 19.7 mm |
| 28.1 mm | 4.8 mm | 22.0 mm | Riverton | 7.2 mm |
| 24.6 mm | 15.5 mm | 38.8 mm | Brookfield | 54.1 mm |
| 42.1 mm | 10.8 mm | 3.0 mm | Hillcrest | 54.1 mm |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Morning rainfall | North gauge | South gauge | Station | Evening rainfall |
| --- | --- | --- | --- | --- |
| 30.9 mm | 55.2 mm | 7.8 mm | Maple | 3.9 mm |
| 40.1 mm | 48.1 mm | 51.4 mm | Fairview | 2.8 mm |
| 25.8 mm | 64.0 mm | 58.0 mm | Oakridge | 23.9 mm |
| 53.2 mm | 30.0 mm | 26.6 mm | Cedar | 19.7 mm |
| 28.1 mm | 4.8 mm | 22.0 mm | Riverton | 7.2 mm |
| 24.6 mm | 15.5 mm | 38.8 mm | Brookfield | 54.1 mm |
| 42.1 mm | 10.8 mm | 3.0 mm | Hillcrest | 54.1 mm |

Question: How far apart are Hillcrest and Oakridge in Evening rainfall? Return the absolute difference.",30.2 mm,"[{""row_index"": 6, ""column_index"": 4, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Hillcrest"", ""column"": ""Evening rainfall"", ""raw_value"": 54.1, ""display_value"": ""54.1 mm""}, {""row_index"": 2, ""column_index"": 4, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Oakridge"", ""column"": ""Evening rainfall"", ""raw_value"": 23.9, ""display_value"": ""23.9 mm""}]",absolute_difference,2,"{""headers"": [""Morning rainfall"", ""North gauge"", ""South gauge"", ""Station"", ""Evening rainfall""], ""rows"": [[""30.9 mm"", ""55.2 mm"", ""7.8 mm"", ""Maple"", ""3.9 mm""], [""40.1 mm"", ""48.1 mm"", ""51.4 mm"", ""Fairview"", ""2.8 mm""], [""25.8 mm"", ""64.0 mm"", ""58.0 mm"", ""Oakridge"", ""23.9 mm""], [""53.2 mm"", ""30.0 mm"", ""26.6 mm"", ""Cedar"", ""19.7 mm""], [""28.1 mm"", ""4.8 mm"", ""22.0 mm"", ""Riverton"", ""7.2 mm""], [""24.6 mm"", ""15.5 mm"", ""38.8 mm"", ""Brookfield"", ""54.1 mm""], [""42.1 mm"", ""10.8 mm"", ""3.0 mm"", ""Hillcrest"", ""54.1 mm""]]}"
A-L2-0042,2,cross_row_difference,hiking_route,Find the absolute difference between the Afternoon distance values of Yuna and Ethan.,"| Hiker | Downhill distance | Uphill distance | Afternoon distance | Ridge distance |
| --- | --- | --- | --- | --- |
| Yuna | 1.1 km | 11.7 km | 6.7 km | 4.9 km |
| Nora | 9.8 km | 5.5 km | 10.9 km | 9.6 km |
| Lena | 5.6 km | 11.4 km | 18.0 km | 6.4 km |
| Jisoo | 5.3 km | 6.9 km | 7.9 km | 10.3 km |
| Ethan | 8.7 km | 10.7 km | 4.1 km | 2.3 km |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Hiker | Downhill distance | Uphill distance | Afternoon distance | Ridge distance |
| --- | --- | --- | --- | --- |
| Yuna | 1.1 km | 11.7 km | 6.7 km | 4.9 km |
| Nora | 9.8 km | 5.5 km | 10.9 km | 9.6 km |
| Lena | 5.6 km | 11.4 km | 18.0 km | 6.4 km |
| Jisoo | 5.3 km | 6.9 km | 7.9 km | 10.3 km |
| Ethan | 8.7 km | 10.7 km | 4.1 km | 2.3 km |

Question: Find the absolute difference between the Afternoon distance values of Yuna and Ethan.",2.6 km,"[{""row_index"": 0, ""column_index"": 3, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Yuna"", ""column"": ""Afternoon distance"", ""raw_value"": 6.7, ""display_value"": ""6.7 km""}, {""row_index"": 4, ""column_index"": 3, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Ethan"", ""column"": ""Afternoon distance"", ""raw_value"": 4.1, ""display_value"": ""4.1 km""}]",absolute_difference,2,"{""headers"": [""Hiker"", ""Downhill distance"", ""Uphill distance"", ""Afternoon distance"", ""Ridge distance""], ""rows"": [[""Yuna"", ""1.1 km"", ""11.7 km"", ""6.7 km"", ""4.9 km""], [""Nora"", ""9.8 km"", ""5.5 km"", ""10.9 km"", ""9.6 km""], [""Lena"", ""5.6 km"", ""11.4 km"", ""18.0 km"", ""6.4 km""], [""Jisoo"", ""5.3 km"", ""6.9 km"", ""7.9 km"", ""10.3 km""], [""Ethan"", ""8.7 km"", ""10.7 km"", ""4.1 km"", ""2.3 km""]]}"
A-L2-0043,2,cross_row_sum,basketball_game,Add the Second-half points values for Wolves and Tigers. What is the total?,"| First-half points | Team | Free-throw points | Fast-break points | Paint points | Second-half points |
| --- | --- | --- | --- | --- | --- |
| 53 points | Tigers | 27 points | 12 points | 24 points | 66 points |
| 55 points | Bulls | 7 points | 16 points | 32 points | 43 points |
| 32 points | Knights | 23 points | 26 points | 27 points | 61 points |
| 60 points | Wolves | 29 points | 18 points | 42 points | 34 points |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| First-half points | Team | Free-throw points | Fast-break points | Paint points | Second-half points |
| --- | --- | --- | --- | --- | --- |
| 53 points | Tigers | 27 points | 12 points | 24 points | 66 points |
| 55 points | Bulls | 7 points | 16 points | 32 points | 43 points |
| 32 points | Knights | 23 points | 26 points | 27 points | 61 points |
| 60 points | Wolves | 29 points | 18 points | 42 points | 34 points |

Question: Add the Second-half points values for Wolves and Tigers. What is the total?",100 points,"[{""row_index"": 3, ""column_index"": 5, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""column"": ""Second-half points"", ""raw_value"": 34.0, ""display_value"": ""34 points""}, {""row_index"": 0, ""column_index"": 5, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Tigers"", ""column"": ""Second-half points"", ""raw_value"": 66.0, ""display_value"": ""66 points""}]",add,2,"{""headers"": [""First-half points"", ""Team"", ""Free-throw points"", ""Fast-break points"", ""Paint points"", ""Second-half points""], ""rows"": [[""53 points"", ""Tigers"", ""27 points"", ""12 points"", ""24 points"", ""66 points""], [""55 points"", ""Bulls"", ""7 points"", ""16 points"", ""32 points"", ""43 points""], [""32 points"", ""Knights"", ""23 points"", ""26 points"", ""27 points"", ""61 points""], [""60 points"", ""Wolves"", ""29 points"", ""18 points"", ""42 points"", ""34 points""]]}"
A-L2-0044,2,cross_row_sum,quarterly_sales,"According to the table, what do Clearwater and Pinehurst have in total for Online sales?","| Q1 sales | Q4 sales | Q3 sales | Online sales | Q2 sales | Region | Retail sales |
| --- | --- | --- | --- | --- | --- | --- |
| 284.4 kUSD | 104.5 kUSD | 54.1 kUSD | 254.8 kUSD | 382.4 kUSD | Brookfield | 175.8 kUSD |
| 349.2 kUSD | 322.6 kUSD | 313.8 kUSD | 89.0 kUSD | 392.8 kUSD | Clearwater | 291.9 kUSD |
| 483.7 kUSD | 124.3 kUSD | 178.3 kUSD | 55.9 kUSD | 99.9 kUSD | Pinehurst | 197.9 kUSD |
| 356.2 kUSD | 294.5 kUSD | 116.1 kUSD | 41.9 kUSD | 219.8 kUSD | Orion | 53.0 kUSD |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Q1 sales | Q4 sales | Q3 sales | Online sales | Q2 sales | Region | Retail sales |
| --- | --- | --- | --- | --- | --- | --- |
| 284.4 kUSD | 104.5 kUSD | 54.1 kUSD | 254.8 kUSD | 382.4 kUSD | Brookfield | 175.8 kUSD |
| 349.2 kUSD | 322.6 kUSD | 313.8 kUSD | 89.0 kUSD | 392.8 kUSD | Clearwater | 291.9 kUSD |
| 483.7 kUSD | 124.3 kUSD | 178.3 kUSD | 55.9 kUSD | 99.9 kUSD | Pinehurst | 197.9 kUSD |
| 356.2 kUSD | 294.5 kUSD | 116.1 kUSD | 41.9 kUSD | 219.8 kUSD | Orion | 53.0 kUSD |

Question: According to the table, what do Clearwater and Pinehurst have in total for Online sales?",144.9 kUSD,"[{""row_index"": 1, ""column_index"": 3, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Clearwater"", ""column"": ""Online sales"", ""raw_value"": 89.0, ""display_value"": ""89.0 kUSD""}, {""row_index"": 2, ""column_index"": 3, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Pinehurst"", ""column"": ""Online sales"", ""raw_value"": 55.9, ""display_value"": ""55.9 kUSD""}]",add,2,"{""headers"": [""Q1 sales"", ""Q4 sales"", ""Q3 sales"", ""Online sales"", ""Q2 sales"", ""Region"", ""Retail sales""], ""rows"": [[""284.4 kUSD"", ""104.5 kUSD"", ""54.1 kUSD"", ""254.8 kUSD"", ""382.4 kUSD"", ""Brookfield"", ""175.8 kUSD""], [""349.2 kUSD"", ""322.6 kUSD"", ""313.8 kUSD"", ""89.0 kUSD"", ""392.8 kUSD"", ""Clearwater"", ""291.9 kUSD""], [""483.7 kUSD"", ""124.3 kUSD"", ""178.3 kUSD"", ""55.9 kUSD"", ""99.9 kUSD"", ""Pinehurst"", ""197.9 kUSD""], [""356.2 kUSD"", ""294.5 kUSD"", ""116.1 kUSD"", ""41.9 kUSD"", ""219.8 kUSD"", ""Orion"", ""53.0 kUSD""]]}"
A-L2-0045,2,same_row_difference,hiking_route,"For Jisoo, what is the absolute difference between Uphill distance and Downhill distance?","| Ridge distance | Uphill distance | Morning distance | Downhill distance | Forest distance | Hiker |
| --- | --- | --- | --- | --- | --- |
| 9.6 km | 2.3 km | 6.2 km | 2.0 km | 13.2 km | Nora |
| 9.1 km | 7.0 km | 14.1 km | 10.5 km | 10.1 km | Iris |
| 9.1 km | 9.3 km | 4.5 km | 1.3 km | 3.3 km | Noah |
| 14.0 km | 9.8 km | 14.1 km | 5.3 km | 2.0 km | Leo |
| 12.7 km | 5.1 km | 4.7 km | 7.2 km | 9.2 km | Oliver |
| 5.1 km | 2.5 km | 10.8 km | 11.8 km | 7.0 km | Alex |
| 12.8 km | 10.4 km | 1.5 km | 2.8 km | 10.3 km | Jisoo |
| 1.8 km | 1.4 km | 12.1 km | 7.1 km | 7.9 km | Ethan |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Ridge distance | Uphill distance | Morning distance | Downhill distance | Forest distance | Hiker |
| --- | --- | --- | --- | --- | --- |
| 9.6 km | 2.3 km | 6.2 km | 2.0 km | 13.2 km | Nora |
| 9.1 km | 7.0 km | 14.1 km | 10.5 km | 10.1 km | Iris |
| 9.1 km | 9.3 km | 4.5 km | 1.3 km | 3.3 km | Noah |
| 14.0 km | 9.8 km | 14.1 km | 5.3 km | 2.0 km | Leo |
| 12.7 km | 5.1 km | 4.7 km | 7.2 km | 9.2 km | Oliver |
| 5.1 km | 2.5 km | 10.8 km | 11.8 km | 7.0 km | Alex |
| 12.8 km | 10.4 km | 1.5 km | 2.8 km | 10.3 km | Jisoo |
| 1.8 km | 1.4 km | 12.1 km | 7.1 km | 7.9 km | Ethan |

Question: For Jisoo, what is the absolute difference between Uphill distance and Downhill distance?",7.6 km,"[{""row_index"": 6, ""column_index"": 1, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Jisoo"", ""column"": ""Uphill distance"", ""raw_value"": 10.4, ""display_value"": ""10.4 km""}, {""row_index"": 6, ""column_index"": 3, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Jisoo"", ""column"": ""Downhill distance"", ""raw_value"": 2.8, ""display_value"": ""2.8 km""}]",absolute_difference,2,"{""headers"": [""Ridge distance"", ""Uphill distance"", ""Morning distance"", ""Downhill distance"", ""Forest distance"", ""Hiker""], ""rows"": [[""9.6 km"", ""2.3 km"", ""6.2 km"", ""2.0 km"", ""13.2 km"", ""Nora""], [""9.1 km"", ""7.0 km"", ""14.1 km"", ""10.5 km"", ""10.1 km"", ""Iris""], [""9.1 km"", ""9.3 km"", ""4.5 km"", ""1.3 km"", ""3.3 km"", ""Noah""], [""14.0 km"", ""9.8 km"", ""14.1 km"", ""5.3 km"", ""2.0 km"", ""Leo""], [""12.7 km"", ""5.1 km"", ""4.7 km"", ""7.2 km"", ""9.2 km"", ""Oliver""], [""5.1 km"", ""2.5 km"", ""10.8 km"", ""11.8 km"", ""7.0 km"", ""Alex""], [""12.8 km"", ""10.4 km"", ""1.5 km"", ""2.8 km"", ""10.3 km"", ""Jisoo""], [""1.8 km"", ""1.4 km"", ""12.1 km"", ""7.1 km"", ""7.9 km"", ""Ethan""]]}"
