id,level,task_type,question,serialized_table,prompt,answer,operation,evidence_json,metadata_json,table_json
A-L5-0011,5,confusion_matrix_metric,What is the Precision for Nova?,"| TP | FP | Model | FN | TN |
| --- | --- | --- | --- | --- |
| 171 | 125 | Nimbus | 37 | 367 |
| 277 | 68 | Quartz | 122 | 462 |
| 347 | 55 | Nova | 87 | 284 |
| 295 | 114 | Aurora | 48 | 202 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | FP | Model | FN | TN |
| --- | --- | --- | --- | --- |
| 171 | 125 | Nimbus | 37 | 367 |
| 277 | 68 | Quartz | 122 | 462 |
| 347 | 55 | Nova | 87 | 284 |
| 295 | 114 | Aurora | 48 | 202 |

Question: What is the Precision for Nova?",0.8632,precision,"{""target_row"": ""Nova"", ""TP"": 347, ""FP"": 55, ""FN"": 87, ""TN"": 284}","{""metric"": ""Precision"", ""answer_digits"": 4}","{""headers"": [""TP"", ""FP"", ""Model"", ""FN"", ""TN""], ""rows"": [[171, 125, ""Nimbus"", 37, 367], [277, 68, ""Quartz"", 122, 462], [347, 55, ""Nova"", 87, 284], [295, 114, ""Aurora"", 48, 202]]}"
A-L5-0012,5,confusion_matrix_metric,What is the F1 score for Nova?,"| FP | TN | Model | FN | TP |
| --- | --- | --- | --- | --- |
| 66 | 132 | Nimbus | 88 | 239 |
| 44 | 177 | Delta | 95 | 170 |
| 7 | 156 | Nova | 54 | 322 |
| 51 | 63 | Helix | 79 | 379 |
| 80 | 409 | Quartz | 146 | 126 |
| 144 | 198 | Aurora | 40 | 241 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| FP | TN | Model | FN | TP |
| --- | --- | --- | --- | --- |
| 66 | 132 | Nimbus | 88 | 239 |
| 44 | 177 | Delta | 95 | 170 |
| 7 | 156 | Nova | 54 | 322 |
| 51 | 63 | Helix | 79 | 379 |
| 80 | 409 | Quartz | 146 | 126 |
| 144 | 198 | Aurora | 40 | 241 |

Question: What is the F1 score for Nova?",0.9135,f1_score,"{""target_row"": ""Nova"", ""TP"": 322, ""FP"": 7, ""FN"": 54, ""TN"": 156}","{""metric"": ""F1 score"", ""answer_digits"": 4}","{""headers"": [""FP"", ""TN"", ""Model"", ""FN"", ""TP""], ""rows"": [[66, 132, ""Nimbus"", 88, 239], [44, 177, ""Delta"", 95, 170], [7, 156, ""Nova"", 54, 322], [51, 63, ""Helix"", 79, 379], [80, 409, ""Quartz"", 146, 126], [144, 198, ""Aurora"", 40, 241]]}"
A-L5-0013,5,missing_value_from_average,Recover Sofia's hidden Test 4 value using the average.,"| Test 2 | Student | Average | Test 4 | Test 1 | Test 3 |
| --- | --- | --- | --- | --- | --- |
| 90 | Sofia | 65.75 | ? | 70 | 51 |
| 40 | Emma | 54.00 | 49 | 63 | 64 |
| 64 | Noah | 71.50 | 85 | 61 | 76 |
| 98 | Leo | 76.00 | 74 | 63 | 69 |
| 83 | Julia | 68.75 | 54 | 48 | 90 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 2 | Student | Average | Test 4 | Test 1 | Test 3 |
| --- | --- | --- | --- | --- | --- |
| 90 | Sofia | 65.75 | ? | 70 | 51 |
| 40 | Emma | 54.00 | 49 | 63 | 64 |
| 64 | Noah | 71.50 | 85 | 61 | 76 |
| 98 | Leo | 76.00 | 74 | 63 | 69 |
| 83 | Julia | 68.75 | 54 | 48 | 90 |

Question: Recover Sofia's hidden Test 4 value using the average.",52,recover_from_average,"{""target_row"": ""Sofia"", ""missing_column"": ""Test 4"", ""known_average"": 65.75, ""visible_scores"": {""Test 1"": 70, ""Test 2"": 90, ""Test 3"": 51}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 2"", ""Student"", ""Average"", ""Test 4"", ""Test 1"", ""Test 3""], ""rows"": [[90, ""Sofia"", ""65.75"", ""?"", 70, 51], [40, ""Emma"", ""54.00"", 49, 63, 64], [64, ""Noah"", ""71.50"", 85, 61, 76], [98, ""Leo"", ""76.00"", 74, 63, 69], [83, ""Julia"", ""68.75"", 54, 48, 90]]}"
A-L5-0014,5,missing_value_from_average,What is the missing Test 2 score for Daniel?,"| Test 4 | Average | Test 1 | Test 3 | Test 2 | Student |
| --- | --- | --- | --- | --- | --- |
| 56 | 67.50 | 93 | 60 | 61 | Lucas |
| 45 | 55.25 | 85 | 49 | 42 | David |
| 49 | 76.00 | 70 | 97 | ? | Daniel |
| 69 | 80.25 | 93 | 64 | 95 | Sofia |
| 97 | 72.25 | 48 | 52 | 92 | Maya |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 4 | Average | Test 1 | Test 3 | Test 2 | Student |
| --- | --- | --- | --- | --- | --- |
| 56 | 67.50 | 93 | 60 | 61 | Lucas |
| 45 | 55.25 | 85 | 49 | 42 | David |
| 49 | 76.00 | 70 | 97 | ? | Daniel |
| 69 | 80.25 | 93 | 64 | 95 | Sofia |
| 97 | 72.25 | 48 | 52 | 92 | Maya |

Question: What is the missing Test 2 score for Daniel?",88,recover_from_average,"{""target_row"": ""Daniel"", ""missing_column"": ""Test 2"", ""known_average"": 76.0, ""visible_scores"": {""Test 1"": 70, ""Test 3"": 97, ""Test 4"": 49}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 4"", ""Average"", ""Test 1"", ""Test 3"", ""Test 2"", ""Student""], ""rows"": [[56, ""67.50"", 93, 60, 61, ""Lucas""], [45, ""55.25"", 85, 49, 42, ""David""], [49, ""76.00"", 70, 97, ""?"", ""Daniel""], [69, ""80.25"", 93, 64, 95, ""Sofia""], [97, ""72.25"", 48, 52, 92, ""Maya""]]}"
A-L5-0015,5,bayes_posterior,"For Group-D, what is the probability that a person actually has the condition given a positive test?","| False positive rate | Population | Prevalence | Sensitivity |
| --- | --- | --- | --- |
| 23.16% | Group-A | 44.71% | 88.36% |
| 20.04% | Group-D | 34.72% | 97.43% |
| 25.99% | Group-B | 21.87% | 70.82% |
| 23.68% | Group-H | 28.96% | 79.30% |
| 20.22% | Group-L | 13.99% | 60.94% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| False positive rate | Population | Prevalence | Sensitivity |
| --- | --- | --- | --- |
| 23.16% | Group-A | 44.71% | 88.36% |
| 20.04% | Group-D | 34.72% | 97.43% |
| 25.99% | Group-B | 21.87% | 70.82% |
| 23.68% | Group-H | 28.96% | 79.30% |
| 20.22% | Group-L | 13.99% | 60.94% |

Question: For Group-D, what is the probability that a person actually has the condition given a positive test?",72.11%,bayes_rule,"{""target_row"": ""Group-D"", ""prevalence"": 0.34715798701509626, ""sensitivity"": 0.9743337338813995, ""false_positive_rate"": 0.20040620749624283}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""False positive rate"", ""Population"", ""Prevalence"", ""Sensitivity""], ""rows"": [[""23.16%"", ""Group-A"", ""44.71%"", ""88.36%""], [""20.04%"", ""Group-D"", ""34.72%"", ""97.43%""], [""25.99%"", ""Group-B"", ""21.87%"", ""70.82%""], [""23.68%"", ""Group-H"", ""28.96%"", ""79.30%""], [""20.22%"", ""Group-L"", ""13.99%"", ""60.94%""]]}"
A-L5-0016,5,bayes_posterior,"For Group-G, what is the probability that a person actually has the condition given a positive test?","| False positive rate | Prevalence | Population | Sensitivity |
| --- | --- | --- | --- |
| 24.70% | 30.09% | Group-L | 71.32% |
| 14.26% | 26.68% | Group-G | 92.65% |
| 18.52% | 39.03% | Group-H | 79.40% |
| 28.18% | 13.73% | Group-J | 74.87% |
| 13.40% | 12.51% | Group-D | 88.69% |
| 21.19% | 36.51% | Group-B | 88.30% |
| 23.34% | 32.81% | Group-I | 63.64% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| False positive rate | Prevalence | Population | Sensitivity |
| --- | --- | --- | --- |
| 24.70% | 30.09% | Group-L | 71.32% |
| 14.26% | 26.68% | Group-G | 92.65% |
| 18.52% | 39.03% | Group-H | 79.40% |
| 28.18% | 13.73% | Group-J | 74.87% |
| 13.40% | 12.51% | Group-D | 88.69% |
| 21.19% | 36.51% | Group-B | 88.30% |
| 23.34% | 32.81% | Group-I | 63.64% |

Question: For Group-G, what is the probability that a person actually has the condition given a positive test?",70.28%,bayes_rule,"{""target_row"": ""Group-G"", ""prevalence"": 0.2668075178922417, ""sensitivity"": 0.9265179686842011, ""false_positive_rate"": 0.14259986256401685}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""False positive rate"", ""Prevalence"", ""Population"", ""Sensitivity""], ""rows"": [[""24.70%"", ""30.09%"", ""Group-L"", ""71.32%""], [""14.26%"", ""26.68%"", ""Group-G"", ""92.65%""], [""18.52%"", ""39.03%"", ""Group-H"", ""79.40%""], [""28.18%"", ""13.73%"", ""Group-J"", ""74.87%""], [""13.40%"", ""12.51%"", ""Group-D"", ""88.69%""], [""21.19%"", ""36.51%"", ""Group-B"", ""88.30%""], [""23.34%"", ""32.81%"", ""Group-I"", ""63.64%""]]}"
A-L5-0017,5,physics_derived_quantity,"Using the table values, calculate the kinetic energy of Oliver.","| Person | Altitude | Speed | Elapsed time | Mass |
| --- | --- | --- | --- | --- |
| Alex | 2765 m | 13.2 m/s | 10.5 s | 65 kg |
| Noah | 3267 m | 50.4 m/s | 33.2 s | 74 kg |
| Jisoo | 3469 m | 23.6 m/s | 11.4 s | 98 kg |
| Oliver | 1012 m | 37.7 m/s | 72.9 s | 105 kg |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Person | Altitude | Speed | Elapsed time | Mass |
| --- | --- | --- | --- | --- |
| Alex | 2765 m | 13.2 m/s | 10.5 s | 65 kg |
| Noah | 3267 m | 50.4 m/s | 33.2 s | 74 kg |
| Jisoo | 3469 m | 23.6 m/s | 11.4 s | 98 kg |
| Oliver | 1012 m | 37.7 m/s | 72.9 s | 105 kg |

Question: Using the table values, calculate the kinetic energy of Oliver.",74617.73 J,kinetic_energy,"{""target_row"": ""Oliver"", ""mass_kg"": 105, ""speed_m_s"": 37.7}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Person"", ""Altitude"", ""Speed"", ""Elapsed time"", ""Mass""], ""rows"": [[""Alex"", ""2765 m"", ""13.2 m/s"", ""10.5 s"", ""65 kg""], [""Noah"", ""3267 m"", ""50.4 m/s"", ""33.2 s"", ""74 kg""], [""Jisoo"", ""3469 m"", ""23.6 m/s"", ""11.4 s"", ""98 kg""], [""Oliver"", ""1012 m"", ""37.7 m/s"", ""72.9 s"", ""105 kg""]]}"
A-L5-0018,5,missing_value_from_total,What value is missing for Sample-D in Part D?,"| Sample | Part C | Part B | Total | Part A | Part D |
| --- | --- | --- | --- | --- | --- |
| Sample-L | 69 | 87 | 297 | 81 | 60 |
| Sample-D | 10 | 10 | 191 | 118 | ? |
| Sample-E | 89 | 104 | 396 | 89 | 114 |
| Sample-J | 74 | 109 | 391 | 92 | 116 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Sample | Part C | Part B | Total | Part A | Part D |
| --- | --- | --- | --- | --- | --- |
| Sample-L | 69 | 87 | 297 | 81 | 60 |
| Sample-D | 10 | 10 | 191 | 118 | ? |
| Sample-E | 89 | 104 | 396 | 89 | 114 |
| Sample-J | 74 | 109 | 391 | 92 | 116 |

Question: What value is missing for Sample-D in Part D?",53,recover_from_total,"{""target_row"": ""Sample-D"", ""missing_column"": ""Part D"", ""known_total"": 191, ""visible_components"": {""Part A"": 118, ""Part B"": 10, ""Part C"": 10}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Sample"", ""Part C"", ""Part B"", ""Total"", ""Part A"", ""Part D""], ""rows"": [[""Sample-L"", 69, 87, 297, 81, 60], [""Sample-D"", 10, 10, 191, 118, ""?""], [""Sample-E"", 89, 104, 396, 89, 114], [""Sample-J"", 74, 109, 391, 92, 116]]}"
A-L5-0019,5,physics_derived_quantity,What is Daniel's momentum?,"| Person | Elapsed time | Altitude | Speed | Mass |
| --- | --- | --- | --- | --- |
| Ava | 76.2 s | 9955 m | 57.2 m/s | 109 kg |
| Sofia | 2.6 s | 2031 m | 20.9 m/s | 93 kg |
| Daniel | 6.8 s | 3189 m | 7.9 m/s | 62 kg |
| Jisoo | 23.8 s | 5956 m | 32.7 m/s | 102 kg |
| Theo | 111.5 s | 5020 m | 77.1 m/s | 97 kg |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Person | Elapsed time | Altitude | Speed | Mass |
| --- | --- | --- | --- | --- |
| Ava | 76.2 s | 9955 m | 57.2 m/s | 109 kg |
| Sofia | 2.6 s | 2031 m | 20.9 m/s | 93 kg |
| Daniel | 6.8 s | 3189 m | 7.9 m/s | 62 kg |
| Jisoo | 23.8 s | 5956 m | 32.7 m/s | 102 kg |
| Theo | 111.5 s | 5020 m | 77.1 m/s | 97 kg |

Question: What is Daniel's momentum?",489.80 kg·m/s,momentum,"{""target_row"": ""Daniel"", ""mass_kg"": 62, ""speed_m_s"": 7.9}","{""quantity"": ""Momentum"", ""answer_digits"": 2}","{""headers"": [""Person"", ""Elapsed time"", ""Altitude"", ""Speed"", ""Mass""], ""rows"": [[""Ava"", ""76.2 s"", ""9955 m"", ""57.2 m/s"", ""109 kg""], [""Sofia"", ""2.6 s"", ""2031 m"", ""20.9 m/s"", ""93 kg""], [""Daniel"", ""6.8 s"", ""3189 m"", ""7.9 m/s"", ""62 kg""], [""Jisoo"", ""23.8 s"", ""5956 m"", ""32.7 m/s"", ""102 kg""], [""Theo"", ""111.5 s"", ""5020 m"", ""77.1 m/s"", ""97 kg""]]}"
A-L5-0020,5,confusion_matrix_metric,What is the Recall for Aurora?,"| FN | Model | TN | TP | FP |
| --- | --- | --- | --- | --- |
| 128 | Zenith | 62 | 237 | 67 |
| 121 | Delta | 292 | 130 | 71 |
| 123 | Atlas | 244 | 219 | 64 |
| 18 | Echo | 289 | 299 | 12 |
| 108 | Vertex | 170 | 296 | 133 |
| 65 | Aurora | 392 | 43 | 42 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| FN | Model | TN | TP | FP |
| --- | --- | --- | --- | --- |
| 128 | Zenith | 62 | 237 | 67 |
| 121 | Delta | 292 | 130 | 71 |
| 123 | Atlas | 244 | 219 | 64 |
| 18 | Echo | 289 | 299 | 12 |
| 108 | Vertex | 170 | 296 | 133 |
| 65 | Aurora | 392 | 43 | 42 |

Question: What is the Recall for Aurora?",0.3981,recall,"{""target_row"": ""Aurora"", ""TP"": 43, ""FP"": 42, ""FN"": 65, ""TN"": 392}","{""metric"": ""Recall"", ""answer_digits"": 4}","{""headers"": [""FN"", ""Model"", ""TN"", ""TP"", ""FP""], ""rows"": [[128, ""Zenith"", 62, 237, 67], [121, ""Delta"", 292, 130, 71], [123, ""Atlas"", 244, 219, 64], [18, ""Echo"", 289, 299, 12], [108, ""Vertex"", 170, 296, 133], [65, ""Aurora"", 392, 43, 42]]}"
A-L5-0021,5,missing_value_from_average,Recover Nora's hidden Test 4 value using the average.,"| Student | Test 2 | Test 1 | Test 3 | Average | Test 4 |
| --- | --- | --- | --- | --- | --- |
| Maya | 90 | 46 | 54 | 70.50 | 92 |
| Oliver | 54 | 80 | 83 | 78.25 | 96 |
| Nora | 53 | 59 | 47 | 55.00 | ? |
| Lucas | 62 | 68 | 42 | 54.25 | 45 |
| Sam | 63 | 53 | 56 | 55.50 | 50 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Student | Test 2 | Test 1 | Test 3 | Average | Test 4 |
| --- | --- | --- | --- | --- | --- |
| Maya | 90 | 46 | 54 | 70.50 | 92 |
| Oliver | 54 | 80 | 83 | 78.25 | 96 |
| Nora | 53 | 59 | 47 | 55.00 | ? |
| Lucas | 62 | 68 | 42 | 54.25 | 45 |
| Sam | 63 | 53 | 56 | 55.50 | 50 |

Question: Recover Nora's hidden Test 4 value using the average.",61,recover_from_average,"{""target_row"": ""Nora"", ""missing_column"": ""Test 4"", ""known_average"": 55.0, ""visible_scores"": {""Test 1"": 59, ""Test 2"": 53, ""Test 3"": 47}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Student"", ""Test 2"", ""Test 1"", ""Test 3"", ""Average"", ""Test 4""], ""rows"": [[""Maya"", 90, 46, 54, ""70.50"", 92], [""Oliver"", 54, 80, 83, ""78.25"", 96], [""Nora"", 53, 59, 47, ""55.00"", ""?""], [""Lucas"", 62, 68, 42, ""54.25"", 45], [""Sam"", 63, 53, 56, ""55.50"", 50]]}"
A-L5-0022,5,bayes_posterior,"Using Bayes' rule, what is P(condition | positive) for Group-J?","| Population | Sensitivity | False positive rate | Prevalence |
| --- | --- | --- | --- |
| Group-E | 71.20% | 26.11% | 32.30% |
| Group-H | 65.45% | 25.13% | 9.90% |
| Group-L | 78.46% | 9.58% | 19.71% |
| Group-J | 72.93% | 1.22% | 23.63% |
| Group-I | 66.37% | 7.52% | 24.02% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Population | Sensitivity | False positive rate | Prevalence |
| --- | --- | --- | --- |
| Group-E | 71.20% | 26.11% | 32.30% |
| Group-H | 65.45% | 25.13% | 9.90% |
| Group-L | 78.46% | 9.58% | 19.71% |
| Group-J | 72.93% | 1.22% | 23.63% |
| Group-I | 66.37% | 7.52% | 24.02% |

Question: Using Bayes' rule, what is P(condition | positive) for Group-J?",94.87%,bayes_rule,"{""target_row"": ""Group-J"", ""prevalence"": 0.23632046517266028, ""sensitivity"": 0.7293081873484738, ""false_positive_rate"": 0.01220588032128564}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Population"", ""Sensitivity"", ""False positive rate"", ""Prevalence""], ""rows"": [[""Group-E"", ""71.20%"", ""26.11%"", ""32.30%""], [""Group-H"", ""65.45%"", ""25.13%"", ""9.90%""], [""Group-L"", ""78.46%"", ""9.58%"", ""19.71%""], [""Group-J"", ""72.93%"", ""1.22%"", ""23.63%""], [""Group-I"", ""66.37%"", ""7.52%"", ""24.02%""]]}"
A-L5-0023,5,missing_value_from_average,What is the missing Test 1 score for Chris?,"| Test 3 | Student | Test 2 | Test 4 | Test 1 | Average |
| --- | --- | --- | --- | --- | --- |
| 72 | Hana | 44 | 56 | 84 | 64.00 |
| 78 | Lucas | 72 | 93 | 61 | 76.00 |
| 84 | Chris | 100 | 76 | ? | 78.50 |
| 75 | Julia | 55 | 97 | 60 | 71.75 |
| 73 | Ethan | 44 | 92 | 88 | 74.25 |
| 69 | Nora | 75 | 94 | 84 | 80.50 |
| 58 | David | 50 | 62 | 86 | 64.00 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Test 3 | Student | Test 2 | Test 4 | Test 1 | Average |
| --- | --- | --- | --- | --- | --- |
| 72 | Hana | 44 | 56 | 84 | 64.00 |
| 78 | Lucas | 72 | 93 | 61 | 76.00 |
| 84 | Chris | 100 | 76 | ? | 78.50 |
| 75 | Julia | 55 | 97 | 60 | 71.75 |
| 73 | Ethan | 44 | 92 | 88 | 74.25 |
| 69 | Nora | 75 | 94 | 84 | 80.50 |
| 58 | David | 50 | 62 | 86 | 64.00 |

Question: What is the missing Test 1 score for Chris?",54,recover_from_average,"{""target_row"": ""Chris"", ""missing_column"": ""Test 1"", ""known_average"": 78.5, ""visible_scores"": {""Test 2"": 100, ""Test 3"": 84, ""Test 4"": 76}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Test 3"", ""Student"", ""Test 2"", ""Test 4"", ""Test 1"", ""Average""], ""rows"": [[72, ""Hana"", 44, 56, 84, ""64.00""], [78, ""Lucas"", 72, 93, 61, ""76.00""], [84, ""Chris"", 100, 76, ""?"", ""78.50""], [75, ""Julia"", 55, 97, 60, ""71.75""], [73, ""Ethan"", 44, 92, 88, ""74.25""], [69, ""Nora"", 75, 94, 84, ""80.50""], [58, ""David"", 50, 62, 86, ""64.00""]]}"
A-L5-0024,5,confusion_matrix_metric,What is the Recall for Delta?,"| Model | TN | TP | FN | FP |
| --- | --- | --- | --- | --- |
| Helix | 440 | 147 | 112 | 47 |
| Delta | 194 | 208 | 105 | 14 |
| Nova | 110 | 214 | 110 | 97 |
| Vertex | 197 | 387 | 101 | 20 |
| Zenith | 86 | 96 | 19 | 15 |
| Pulse | 292 | 312 | 6 | 149 |
| Quartz | 67 | 88 | 26 | 63 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Model | TN | TP | FN | FP |
| --- | --- | --- | --- | --- |
| Helix | 440 | 147 | 112 | 47 |
| Delta | 194 | 208 | 105 | 14 |
| Nova | 110 | 214 | 110 | 97 |
| Vertex | 197 | 387 | 101 | 20 |
| Zenith | 86 | 96 | 19 | 15 |
| Pulse | 292 | 312 | 6 | 149 |
| Quartz | 67 | 88 | 26 | 63 |

Question: What is the Recall for Delta?",0.6645,recall,"{""target_row"": ""Delta"", ""TP"": 208, ""FP"": 14, ""FN"": 105, ""TN"": 194}","{""metric"": ""Recall"", ""answer_digits"": 4}","{""headers"": [""Model"", ""TN"", ""TP"", ""FN"", ""FP""], ""rows"": [[""Helix"", 440, 147, 112, 47], [""Delta"", 194, 208, 105, 14], [""Nova"", 110, 214, 110, 97], [""Vertex"", 197, 387, 101, 20], [""Zenith"", 86, 96, 19, 15], [""Pulse"", 292, 312, 6, 149], [""Quartz"", 67, 88, 26, 63]]}"
A-L5-0025,5,confusion_matrix_metric,What is the Recall for Pulse?,"| FP | TN | FN | Model | TP |
| --- | --- | --- | --- | --- |
| 38 | 233 | 39 | Aurora | 300 |
| 16 | 396 | 125 | Pulse | 142 |
| 77 | 313 | 19 | Delta | 278 |
| 82 | 410 | 81 | Nimbus | 81 |
| 101 | 310 | 33 | Vertex | 200 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| FP | TN | FN | Model | TP |
| --- | --- | --- | --- | --- |
| 38 | 233 | 39 | Aurora | 300 |
| 16 | 396 | 125 | Pulse | 142 |
| 77 | 313 | 19 | Delta | 278 |
| 82 | 410 | 81 | Nimbus | 81 |
| 101 | 310 | 33 | Vertex | 200 |

Question: What is the Recall for Pulse?",0.5318,recall,"{""target_row"": ""Pulse"", ""TP"": 142, ""FP"": 16, ""FN"": 125, ""TN"": 396}","{""metric"": ""Recall"", ""answer_digits"": 4}","{""headers"": [""FP"", ""TN"", ""FN"", ""Model"", ""TP""], ""rows"": [[38, 233, 39, ""Aurora"", 300], [16, 396, 125, ""Pulse"", 142], [77, 313, 19, ""Delta"", 278], [82, 410, 81, ""Nimbus"", 81], [101, 310, 33, ""Vertex"", 200]]}"
A-L5-0026,5,confusion_matrix_metric,"According to the table, compute the Accuracy of model Atlas.","| FN | FP | Model | TN | TP |
| --- | --- | --- | --- | --- |
| 140 | 53 | Helix | 424 | 157 |
| 126 | 138 | Aurora | 325 | 359 |
| 44 | 68 | Atlas | 485 | 188 |
| 66 | 79 | Quartz | 321 | 106 |
| 8 | 77 | Vertex | 162 | 145 |
| 102 | 39 | Nimbus | 357 | 317 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| FN | FP | Model | TN | TP |
| --- | --- | --- | --- | --- |
| 140 | 53 | Helix | 424 | 157 |
| 126 | 138 | Aurora | 325 | 359 |
| 44 | 68 | Atlas | 485 | 188 |
| 66 | 79 | Quartz | 321 | 106 |
| 8 | 77 | Vertex | 162 | 145 |
| 102 | 39 | Nimbus | 357 | 317 |

Question: According to the table, compute the Accuracy of model Atlas.",0.8573,accuracy,"{""target_row"": ""Atlas"", ""TP"": 188, ""FP"": 68, ""FN"": 44, ""TN"": 485}","{""metric"": ""Accuracy"", ""answer_digits"": 4}","{""headers"": [""FN"", ""FP"", ""Model"", ""TN"", ""TP""], ""rows"": [[140, 53, ""Helix"", 424, 157], [126, 138, ""Aurora"", 325, 359], [44, 68, ""Atlas"", 485, 188], [66, 79, ""Quartz"", 321, 106], [8, 77, ""Vertex"", 162, 145], [102, 39, ""Nimbus"", 357, 317]]}"
A-L5-0027,5,physics_derived_quantity,What is David's kinetic energy?,"| Altitude | Elapsed time | Mass | Speed | Person |
| --- | --- | --- | --- | --- |
| 3816 m | 46.8 s | 107 kg | 44.2 m/s | Chris |
| 1477 m | 86.1 s | 100 kg | 70.1 m/s | Jisoo |
| 4031 m | 2.4 s | 55 kg | 5.9 m/s | Ava |
| 5019 m | 8.4 s | 77 kg | 44.6 m/s | Theo |
| 1582 m | 86.3 s | 74 kg | 22.1 m/s | David |
| 9866 m | 46.9 s | 77 kg | 11.5 m/s | Noah |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Altitude | Elapsed time | Mass | Speed | Person |
| --- | --- | --- | --- | --- |
| 3816 m | 46.8 s | 107 kg | 44.2 m/s | Chris |
| 1477 m | 86.1 s | 100 kg | 70.1 m/s | Jisoo |
| 4031 m | 2.4 s | 55 kg | 5.9 m/s | Ava |
| 5019 m | 8.4 s | 77 kg | 44.6 m/s | Theo |
| 1582 m | 86.3 s | 74 kg | 22.1 m/s | David |
| 9866 m | 46.9 s | 77 kg | 11.5 m/s | Noah |

Question: What is David's kinetic energy?",18071.17 J,kinetic_energy,"{""target_row"": ""David"", ""mass_kg"": 74, ""speed_m_s"": 22.1}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Altitude"", ""Elapsed time"", ""Mass"", ""Speed"", ""Person""], ""rows"": [[""3816 m"", ""46.8 s"", ""107 kg"", ""44.2 m/s"", ""Chris""], [""1477 m"", ""86.1 s"", ""100 kg"", ""70.1 m/s"", ""Jisoo""], [""4031 m"", ""2.4 s"", ""55 kg"", ""5.9 m/s"", ""Ava""], [""5019 m"", ""8.4 s"", ""77 kg"", ""44.6 m/s"", ""Theo""], [""1582 m"", ""86.3 s"", ""74 kg"", ""22.1 m/s"", ""David""], [""9866 m"", ""46.9 s"", ""77 kg"", ""11.5 m/s"", ""Noah""]]}"
